neuron_id,explanation,correlation_score,tag_list
35_20211,***,0.226572008,"[""politics""]"
35_2129,***,0.39040226,"[""politics""]"
35_2333,***,0.287360953,"[""politics""]"
35_2367,***,0.361516822,"[""politics""]"
35_2508,***,0.210630056,"[""politics""]"
35_2721,***,0.254366825,"[""politics""]"
35_3106,***,0.33748294,"[""politics""]"
35_3143,***,0.527295879,"[""politics""]"
35_3466,***,0.430915441,"[""politics""]"
35_3541,***,0.327934118,"[""politics""]"
35_3736,***,0.468966213,"[""politics""]"
35_3898,***,0.467430142,"[""politics""]"
35_3924,***,0.328427212,"[""politics""]"
35_4598,***,0.212320157,"[""politics""]"
35_4951,***,0.24397268,"[""politics""]"
35_5331,***,0.454988471,"[""politics""]"
35_543,***,0.37674067,"[""politics""]"
35_5433,***,0.477999292,"[""politics""]"
35_5439,***,0.303269481,"[""politics""]"
35_5476,***,0.640601588,"[""politics""]"
35_5489,***,0.355279096,"[""politics""]"
35_5525,***,0.47726064,"[""politics""]"
35_638,***,0.463438761,"[""politics""]"
35_6414,***,0.330960555,"[""politics""]"
35_6710,***,0.432442234,"[""politics""]"
35_6789,***,0.457398377,"[""politics""]"
35_7049,***,0.514115122,"[""politics""]"
35_7252,***,0.48828952,"[""politics""]"
35_7493,***,0.325407013,"[""politics""]"
35_8422,***,0.304995617,"[""politics""]"
35_8841,***,0.562775516,"[""politics""]"
35_8861,***,0.223498732,"[""politics""]"
35_9029,***,0.332990618,"[""politics""]"
35_9353,***,0.254500634,"[""politics""]"
35_9558,***,0.599354254,"[""politics""]"
35_9825,***,0.296548423,"[""politics""]"
35_9976,***,0.441110512,"[""politics""]"
26_10564,***,0.322138351,"[""politics""]"
26_10613,***,0.308057477,"[""politics""]"
26_11198,***,0.458826372,"[""politics""]"
26_11552,***,0.511084661,"[""politics""]"
26_11750,***,0.347607995,"[""politics""]"
26_11857,***,0.391528143,"[""politics""]"
26_11928,***,0.384134882,"[""politics""]"
26_12101,***,0.375224297,"[""politics""]"
26_12363,***,0.460583116,"[""politics""]"
26_12386,***,0.412579164,"[""politics""]"
26_12431,***,0.212247524,"[""politics""]"
26_12524,***,0.455153862,"[""politics""]"
26_12768,***,0.403780948,"[""politics""]"
26_12829,***,0.342234348,"[""politics""]"
26_13380,***,0.385467365,"[""politics""]"
26_13641,***,0.289410401,"[""politics""]"
26_14224,***,0.434744999,"[""politics""]"
26_14438,***,0.300595238,"[""politics""]"
26_15105,***,0.37408013,"[""politics""]"
26_15359,***,0.250305838,"[""politics""]"
26_15933,***,0.42161574,"[""politics""]"
26_15998,***,0.467878772,"[""politics""]"
26_16164,***,0.409987507,"[""politics""]"
26_16683,***,0.374777013,"[""politics""]"
26_16800,***,0.421766944,"[""politics""]"
26_16841,***,0.464191459,"[""politics""]"
26_17995,***,0.442087683,"[""politics""]"
26_18139,***,0.385911346,"[""politics""]"
26_18363,***,0.437170086,"[""politics""]"
26_18468,***,0.377441639,"[""politics""]"
26_18686,***,0.282756483,"[""politics""]"
26_18773,***,0.421190117,"[""politics""]"
26_18837,***,0.536035519,"[""politics""]"
26_19018,***,0.464422864,"[""politics""]"
26_19210,***,0.263129002,"[""politics""]"
26_19317,***,0.275844076,"[""politics""]"
26_19693,***,0.302905597,"[""politics""]"
26_19722,***,0.239655028,"[""politics""]"
26_1993,***,0.541253849,"[""politics""]"
26_20080,***,0.343709565,"[""politics""]"
26_2522,***,0.287207435,"[""politics""]"
26_310,***,0.436004843,"[""politics""]"
26_3353,***,0.486204607,"[""politics""]"
26_3751,***,0.472991984,"[""politics""]"
26_3838,***,0.356337951,"[""politics""]"
26_4273,***,0.375374149,"[""politics""]"
26_4370,***,0.347369232,"[""politics""]"
26_4854,***,0.301830778,"[""politics""]"
26_4859,***,0.368435948,"[""politics""]"
26_5030,***,0.305288177,"[""politics""]"
26_5984,***,0.239623488,"[""politics""]"
26_6169,***,0.421335981,"[""politics""]"
26_63,***,0.209121704,"[""politics""]"
26_6971,***,0.229922667,"[""politics""]"
26_7526,***,0.288854788,"[""politics""]"
26_7644,***,0.259041884,"[""politics""]"
26_7989,***,0.229848533,"[""politics""]"
26_8156,***,0.4571571,"[""politics""]"
26_8398,***,0.241001946,"[""politics""]"
26_904,***,0.449878387,"[""politics""]"
26_9206,***,0.353019952,"[""politics""]"
26_9222,***,0.387245038,"[""politics""]"
26_9648,***,0.285347047,"[""politics""]"
26_9666,***,0.239079684,"[""politics""]"
26_9846,***,0.324534692,"[""politics""]"
26_9906,***,0.54329746,"[""politics""]"
17_10070,***,0.403316707,"[""politics""]"
17_10073,***,0.437903191,"[""politics""]"
17_10156,***,0.236315411,"[""politics""]"
17_10185,***,0.275640916,"[""politics""]"
17_10206,***,0.244011564,"[""politics""]"
17_10487,***,0.335243968,"[""politics""]"
17_10524,***,0.366899518,"[""politics""]"
17_10775,***,0.34432864,"[""politics""]"
17_10987,***,0.317364739,"[""politics""]"
17_11051,***,0.349485601,"[""politics""]"
17_11078,***,0.432488047,"[""politics""]"
17_11157,***,0.265299461,"[""politics""]"
17_11202,***,0.265039321,"[""politics""]"
17_11534,***,0.316719956,"[""politics""]"
17_11890,***,0.471799821,"[""politics""]"
17_12032,***,0.322402493,"[""politics""]"
17_12066,***,0.202206763,"[""politics""]"
17_12659,***,0.340849419,"[""politics""]"
17_13040,***,0.445307781,"[""politics""]"
17_13203,***,0.442409103,"[""politics""]"
17_13240,***,0.382015694,"[""politics""]"
17_13630,***,0.452041734,"[""politics""]"
17_13663,***,0.473029135,"[""politics""]"
17_13720,***,0.384344901,"[""politics""]"
17_13741,***,0.351289924,"[""politics""]"
17_13861,***,0.347401675,"[""politics""]"
17_13932,***,0.381714355,"[""politics""]"
17_14052,***,0.301171362,"[""politics""]"
17_14073,***,0.485349641,"[""politics""]"
17_14265,***,0.26982294,"[""politics""]"
17_14277,***,0.294160245,"[""politics""]"
17_14366,***,0.315078015,"[""politics""]"
17_14410,***,0.467865552,"[""politics""]"
17_14656,***,0.483015998,"[""politics""]"
17_14740,***,0.393743223,"[""politics""]"
17_15046,***,0.479115584,"[""politics""]"
17_15181,***,0.304550065,"[""politics""]"
17_15232,***,0.357834234,"[""politics""]"
17_15275,***,0.357893947,"[""politics""]"
17_15413,***,0.397917976,"[""politics""]"
17_15622,***,0.462705354,"[""politics""]"
17_15767,***,0.328344638,"[""politics""]"
17_16209,***,0.412647777,"[""politics""]"
17_1622,***,0.28767795,"[""politics""]"
17_16310,***,0.297325515,"[""politics""]"
17_16543,***,0.481962625,"[""politics""]"
17_1659,***,0.288785429,"[""politics""]"
17_16641,***,0.443075515,"[""politics""]"
17_16736,***,0.399438763,"[""politics""]"
17_16957,***,0.525704513,"[""politics""]"
17_16977,***,0.45348326,"[""politics""]"
17_17156,***,0.207841305,"[""politics""]"
17_17262,***,0.539555937,"[""politics""]"
17_17280,***,0.206006874,"[""politics""]"
17_17414,***,0.477681456,"[""politics""]"
17_17693,***,0.434568556,"[""politics""]"
17_17718,***,0.348998592,"[""politics""]"
17_17774,***,0.259591882,"[""politics""]"
17_17818,***,0.227624914,"[""politics""]"
17_18000,***,0.352888688,"[""politics""]"
17_18016,***,0.34406466,"[""politics""]"
17_18084,***,0.294078956,"[""politics""]"
17_18269,***,0.300695348,"[""politics""]"
17_18312,***,0.336774709,"[""politics""]"
17_18460,***,0.318305135,"[""politics""]"
17_18596,***,0.264359655,"[""politics""]"
17_18674,***,0.494261059,"[""politics""]"
17_19082,***,0.470484624,"[""politics""]"
17_19283,***,0.303652462,"[""politics""]"
17_19308,***,0.253727563,"[""politics""]"
17_19351,***,0.416496052,"[""politics""]"
17_19358,***,0.358517555,"[""politics""]"
17_19610,***,0.491811458,"[""politics""]"
17_19825,***,0.316658888,"[""politics""]"
17_19884,***,0.364353948,"[""politics""]"
17_20041,***,0.341435678,"[""politics""]"
17_20082,***,0.321184473,"[""politics""]"
17_20096,***,0.228536787,"[""politics""]"
17_20353,***,0.37933788,"[""politics""]"
17_2111,***,0.253816841,"[""politics""]"
17_2141,***,0.35125948,"[""politics""]"
17_2330,***,0.352266467,"[""politics""]"
17_2401,***,0.428508591,"[""politics""]"
17_2570,***,0.334942099,"[""politics""]"
17_3188,***,0.34372074,"[""politics""]"
17_3481,***,0.444312708,"[""politics""]"
17_3484,***,0.377788601,"[""politics""]"
17_3547,***,0.388813133,"[""politics""]"
17_3810,***,0.20616003,"[""politics""]"
17_3840,***,0.442527268,"[""politics""]"
17_3966,***,0.273967386,"[""politics""]"
17_4,***,0.362089813,"[""politics""]"
17_4127,***,0.377268056,"[""politics""]"
17_4238,***,0.292430204,"[""politics""]"
17_4572,***,0.438904867,"[""politics""]"
17_5230,***,0.40966379,"[""politics""]"
17_5235,***,0.214299805,"[""politics""]"
17_5345,***,0.41908557,"[""politics""]"
17_5397,***,0.376460757,"[""politics""]"
17_5454,***,0.354659083,"[""politics""]"
17_5683,***,0.306646662,"[""politics""]"
17_5793,***,0.225659576,"[""politics""]"
17_6031,***,0.223420339,"[""politics""]"
17_6039,***,0.232310358,"[""politics""]"
17_6056,***,0.339584461,"[""politics""]"
17_6118,***,0.368426335,"[""politics""]"
17_6286,***,0.310281633,"[""politics""]"
17_6330,***,0.400535702,"[""politics""]"
17_6615,***,0.30227265,"[""politics""]"
17_6855,***,0.415585449,"[""politics""]"
17_6987,***,0.312908072,"[""politics""]"
17_7137,***,0.302378653,"[""politics""]"
17_7322,***,0.313583703,"[""politics""]"
17_7395,***,0.258942113,"[""politics""]"
17_7466,***,0.311586491,"[""politics""]"
17_7562,***,0.372748282,"[""politics""]"
17_758,***,0.311814682,"[""politics""]"
17_7811,***,0.27492545,"[""politics""]"
17_7825,***,0.453758315,"[""politics""]"
17_8050,***,0.260030397,"[""politics""]"
17_8166,***,0.266656063,"[""politics""]"
17_8422,***,0.288220644,"[""politics""]"
17_8721,***,0.367742041,"[""politics""]"
17_9007,***,0.441710647,"[""politics""]"
17_9036,***,0.320259977,"[""politics""]"
17_9159,***,0.319191155,"[""politics""]"
17_9199,***,0.275112849,"[""politics""]"
17_927,***,0.225031559,"[""politics""]"
17_9313,***,0.314123317,"[""politics""]"
17_9708,***,0.458649894,"[""politics""]"
17_9726,***,0.395526405,"[""politics""]"
0_10033,***,0.3285599,"[""politics""]"
0_10205,***,0.255061939,"[""politics""]"
0_10280,***,0.278707839,"[""politics""]"
0_10332,***,0.426722602,"[""politics""]"
0_10351,***,0.386467638,"[""politics""]"
0_10493,***,0.601734701,"[""politics""]"
0_10737,***,0.489949275,"[""politics""]"
0_10960,***,0.305229307,"[""politics""]"
0_11032,***,0.509287261,"[""politics""]"
0_11292,***,0.431198936,"[""politics""]"
0_11748,***,0.392131017,"[""politics""]"
0_11899,***,0.222905885,"[""politics""]"
0_11980,***,0.651398966,"[""politics""]"
0_12137,***,0.289042236,"[""politics""]"
0_12185,***,0.406345649,"[""politics""]"
0_1243,***,0.416307292,"[""politics""]"
0_12576,***,0.214239101,"[""politics""]"
0_12689,***,0.570696139,"[""politics""]"
0_12924,***,0.365477354,"[""politics""]"
0_13145,***,0.56275968,"[""politics""]"
0_13206,***,0.412455469,"[""politics""]"
0_13252,***,0.488862864,"[""politics""]"
0_13268,***,0.472664341,"[""politics""]"
0_13323,***,0.493074857,"[""politics""]"
0_13386,***,0.522824228,"[""politics""]"
0_13448,***,0.41595566,"[""politics""]"
0_13449,***,0.639492813,"[""politics""]"
0_1347,***,0.374039215,"[""politics""]"
0_13640,***,0.318133994,"[""politics""]"
0_13865,***,0.583027839,"[""politics""]"
0_14035,***,0.638367705,"[""politics""]"
0_1405,***,0.515655805,"[""politics""]"
0_14146,***,0.356665962,"[""politics""]"
0_14215,***,0.677644569,"[""politics""]"
0_14720,***,0.388071014,"[""politics""]"
0_14741,***,0.436958887,"[""politics""]"
0_14781,***,0.242070676,"[""politics""]"
0_14922,***,0.456161682,"[""politics""]"
0_14944,***,0.575762576,"[""politics""]"
0_14957,***,0.370260399,"[""politics""]"
0_1500,***,0.466020387,"[""politics""]"
0_15120,***,0.341079405,"[""politics""]"
0_15174,***,0.548005943,"[""politics""]"
0_15215,***,0.289278381,"[""politics""]"
0_15578,***,0.458880937,"[""politics""]"
0_15750,***,0.340884545,"[""politics""]"
0_15819,***,0.489231114,"[""politics""]"
0_15846,***,0.398082016,"[""politics""]"
0_15856,***,0.416841538,"[""politics""]"
0_16125,***,0.448677546,"[""politics""]"
0_16135,***,0.434336492,"[""politics""]"
0_16207,***,0.210167098,"[""politics""]"
0_16339,***,0.525045537,"[""politics""]"
0_1634,***,0.470670349,"[""politics""]"
0_16351,***,0.556191378,"[""politics""]"
0_16629,***,0.628345263,"[""politics""]"
0_16698,***,0.255477,"[""politics""]"
0_16743,***,0.405060441,"[""politics""]"
0_16868,***,0.504232421,"[""politics""]"
0_16869,***,0.207484505,"[""politics""]"
0_1695,***,0.364298029,"[""politics""]"
0_16990,***,0.278983997,"[""politics""]"
0_17137,***,0.463820602,"[""politics""]"
0_17190,***,0.404238427,"[""politics""]"
0_17201,***,0.390237394,"[""politics""]"
0_17347,***,0.32381735,"[""politics""]"
0_17479,***,0.355534367,"[""politics""]"
0_17624,***,0.366790939,"[""politics""]"
0_17829,***,0.486195547,"[""politics""]"
0_17922,***,0.603860244,"[""politics""]"
0_17973,***,0.613202938,"[""politics""]"
0_18095,***,0.522754688,"[""politics""]"
0_18169,***,0.302537057,"[""politics""]"
0_18318,***,0.454580705,"[""politics""]"
0_1833,***,0.279627656,"[""politics""]"
0_18356,***,0.435895069,"[""politics""]"
0_18506,***,0.542013233,"[""politics""]"
0_18769,***,0.504765562,"[""politics""]"
0_1881,***,0.504559965,"[""politics""]"
0_18848,***,0.233947525,"[""politics""]"
0_18936,***,0.404687886,"[""politics""]"
0_19040,***,0.349760021,"[""politics""]"
0_19419,***,0.488913669,"[""politics""]"
0_19631,***,0.298980961,"[""politics""]"
0_19840,***,0.403877791,"[""politics""]"
0_19869,***,0.429017529,"[""politics""]"
0_19994,***,0.300750775,"[""politics""]"
0_20001,***,0.370940731,"[""politics""]"
0_20195,***,0.475353532,"[""politics""]"
0_20378,***,0.396684596,"[""politics""]"
0_20433,***,0.481682379,"[""politics""]"
0_2315,***,0.249682419,"[""politics""]"
0_2350,***,0.330377927,"[""politics""]"
0_2636,***,0.326494964,"[""politics""]"
0_2695,***,0.600643306,"[""politics""]"
0_2750,***,0.398916138,"[""politics""]"
0_2795,***,0.489756922,"[""politics""]"
0_2812,***,0.4664475,"[""politics""]"
0_2852,***,0.383888078,"[""politics""]"
0_2870,***,0.323540736,"[""politics""]"
0_3251,***,0.584015387,"[""politics""]"
0_3528,***,0.396342417,"[""politics""]"
0_3635,***,0.333829047,"[""politics""]"
0_4053,***,0.317036937,"[""politics""]"
0_4178,***,0.295685968,"[""politics""]"
0_4202,***,0.433478118,"[""politics""]"
0_4301,***,0.321277594,"[""politics""]"
0_448,***,0.439534434,"[""politics""]"
0_453,***,0.470953397,"[""politics""]"
0_4621,***,0.463383455,"[""politics""]"
0_4688,***,0.390526192,"[""politics""]"
0_513,***,0.379990941,"[""politics""]"
0_5156,***,0.469766785,"[""politics""]"
0_5478,***,0.470650992,"[""politics""]"
0_5569,***,0.438634771,"[""politics""]"
0_3516,***,0.536957709,"[""politics""]"
0_3893,***,0.388726994,"[""politics""]"
0_42,***,0.312072165,"[""politics""]"
0_4396,***,0.558920304,"[""politics""]"
0_4477,***,0.567517849,"[""politics""]"
0_5189,***,0.248533482,"[""politics""]"
0_5662,***,0.30925653,"[""politics""]"
0_5910,***,0.342621433,"[""politics""]"
0_595,***,0.426011308,"[""politics""]"
0_5963,***,0.260767165,"[""politics""]"
0_6003,***,0.31619176,"[""politics""]"
0_6473,***,0.548599806,"[""politics""]"
0_6475,***,0.313995482,"[""politics""]"
0_6562,***,0.615389811,"[""politics""]"
0_6707,***,0.351345115,"[""politics""]"
0_6747,***,0.428841107,"[""politics""]"
0_6802,***,0.365120192,"[""politics""]"
0_6913,***,0.232930592,"[""politics""]"
0_6947,***,0.450972038,"[""politics""]"
0_7032,***,0.276740056,"[""politics""]"
0_7126,***,0.373662429,"[""politics""]"
0_7227,***,0.387532273,"[""politics""]"
0_7262,***,0.372157589,"[""politics""]"
0_7410,***,0.352332829,"[""politics""]"
0_7507,***,0.328015016,"[""politics""]"
0_7530,***,0.624926812,"[""politics""]"
0_7629,***,0.389772518,"[""politics""]"
0_7652,***,0.415447295,"[""politics""]"
0_7657,***,0.652039473,"[""politics""]"
0_7867,***,0.522511751,"[""politics""]"
0_801,***,0.419887412,"[""politics""]"
0_8094,***,0.41203816,"[""politics""]"
0_8324,***,0.382671089,"[""politics""]"
0_8437,***,0.494884112,"[""politics""]"
0_8976,***,0.3317665,"[""politics""]"
0_9051,***,0.310063524,"[""politics""]"
0_9098,***,0.376658288,"[""politics""]"
0_9276,***,0.538930409,"[""politics""]"
0_935,***,0.426786638,"[""politics""]"
0_9367,***,0.473866076,"[""politics""]"
0_9373,***,0.477174699,"[""politics""]"
0_9531,***,0.514465989,"[""politics""]"
0_9572,***,0.561697442,"[""politics""]"
0_975,***,0.501598697,"[""politics""]"
0_9777,***,0.339768265,"[""politics""]"
0_979,***,0.431264944,"[""politics""]"
0_9804,***,0.235258561,"[""politics""]"
0_9840,***,0.252633312,"[""politics""]"
0_9914,***,0.373256758,"[""politics""]"
0_9996,***,0.502590666,"[""politics""]"
8_10030,***,0.400631038,"[""politics""]"
8_10177,***,0.241866911,"[""politics""]"
8_10512,***,0.408939255,"[""politics""]"
8_10530,***,0.430492912,"[""politics""]"
8_10619,***,0.369113876,"[""politics""]"
8_10808,***,0.4972493,"[""politics""]"
8_10812,***,0.390438745,"[""politics""]"
8_10829,***,0.323174068,"[""politics""]"
8_10843,***,0.201885096,"[""politics""]"
8_11191,***,0.364323703,"[""politics""]"
8_115,***,0.374458235,"[""politics""]"
8_11544,***,0.488953133,"[""politics""]"
8_11668,***,0.312632566,"[""politics""]"
8_11817,***,0.312228691,"[""politics""]"
8_12010,***,0.453017305,"[""politics""]"
8_12056,***,0.248803662,"[""politics""]"
8_12100,***,0.336871841,"[""politics""]"
8_12103,***,0.405012556,"[""politics""]"
8_12275,***,0.43577036,"[""politics""]"
8_12368,***,0.269762758,"[""politics""]"
8_12448,***,0.267503938,"[""politics""]"
8_125,***,0.316967508,"[""politics""]"
8_12594,***,0.23332179,"[""politics""]"
8_12612,***,0.223626057,"[""politics""]"
8_12677,***,0.249997415,"[""politics""]"
8_12936,***,0.54434659,"[""politics""]"
8_13076,***,0.300831594,"[""politics""]"
8_13118,***,0.461957498,"[""politics""]"
8_13122,***,0.560529601,"[""politics""]"
8_1317,***,0.410315548,"[""politics""]"
8_13341,***,0.326743141,"[""politics""]"
8_13430,***,0.214491901,"[""politics""]"
8_13439,***,0.365684897,"[""politics""]"
8_13573,***,0.282748352,"[""politics""]"
